Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
21/01/2017,Chievo,Fiorentina,0,3,A
21/01/2017,AC Milan,Napoli,1,2,A
22/01/2017,Juventus,Lazio,2,0,H
22/01/2017,Genoa,Crotone,2,2,D
22/01/2017,Palermo,Inter,0,1,A
22/01/2017,Pescara,Sassuolo,1,3,A
22/01/2017,Bologna,Torino,2,0,H
22/01/2017,Empoli,Udinese,1,0,H
22/01/2017,Atalanta,Sampdoria,1,0,H
22/01/2017,AS Roma,Cagliari,1,0,H
28/01/2017,Lazio,Chievo,0,1,A
28/01/2017,Inter,Pescara,3,0,H
29/01/2017,Torino,Atalanta,1,1,D
29/01/2017,Cagliari,Bologna,1,1,D
29/01/2017,Crotone,Empoli,4,1,H
29/01/2017,Fiorentina,Genoa,3,3,D
29/01/2017,Sassuolo,Juventus,0,2,A
29/01/2017,Udinese,AC Milan,2,1,H
29/01/2017,Sampdoria,AS Roma,3,2,H
29/01/2017,Napoli,Palermo,1,1,D
04/02/2017,Bologna,Napoli,1,7,A
05/02/2017,AC Milan,Sampdoria,0,1,A
05/02/2017,Atalanta,Cagliari,2,0,H
05/02/2017,Pescara,Lazio,2,6,A
05/02/2017,Genoa,Sassuolo,0,1,A
05/02/2017,Empoli,Torino,1,1,D
05/02/2017,Chievo,Udinese,0,0,D
05/02/2017,Palermo,Crotone,1,0,H
05/02/2017,Juventus,Inter,1,0,H
07/02/2017,AS Roma,Fiorentina,4,0,H
10/02/2017,Napoli,Genoa,2,0,H
11/02/2017,Fiorentina,Udinese,3,0,H
12/02/2017,Crotone,AS Roma,0,2,A
12/02/2017,Palermo,Atalanta,1,3,A
12/02/2017,Sassuolo,Chievo,1,3,A
12/02/2017,Inter,Empoli,2,0,H
12/02/2017,Torino,Pescara,5,3,H
12/02/2017,Sampdoria,Bologna,3,1,H
12/02/2017,Cagliari,Juventus,0,2,A
13/02/2017,Lazio,AC Milan,1,1,D
17/02/2017,Juventus,Palermo,4,1,H
18/02/2017,Atalanta,Crotone,1,0,H
18/02/2017,Empoli,Lazio,1,2,A
19/02/2017,Bologna,Inter,0,1,A
19/02/2017,Sampdoria,Cagliari,1,1,D
19/02/2017,Pescara,Genoa,5,0,H
19/02/2017,Chievo,Napoli,1,3,A
19/02/2017,Udinese,Sassuolo,1,2,A
19/02/2017,AS Roma,Torino,4,1,H
19/02/2017,AC Milan,Fiorentina,2,1,H
25/02/2017,Napoli,Atalanta,0,2,A
25/02/2017,Juventus,Empoli,2,0,H
26/02/2017,Palermo,Sampdoria,1,1,D
26/02/2017,Genoa,Bologna,1,1,D
26/02/2017,Crotone,Cagliari,1,2,A
26/02/2017,Sassuolo,AC Milan,0,1,A
26/02/2017,Chievo,Pescara,2,0,H
26/02/2017,Lazio,Udinese,1,0,H
26/02/2017,Inter,AS Roma,1,3,A
27/02/2017,Fiorentina,Torino,2,2,D
04/03/2017,AS Roma,Napoli,1,2,A
04/03/2017,Sampdoria,Pescara,3,1,H
04/03/2017,AC Milan,Chievo,3,1,H
05/03/2017,Atalanta,Fiorentina,0,0,D
05/03/2017,Empoli,Genoa,0,2,A
05/03/2017,Cagliari,Inter,1,5,A
05/03/2017,Udinese,Juventus,1,1,D
05/03/2017,Torino,Palermo,3,1,H
05/03/2017,Crotone,Sassuolo,0,0,D
05/03/2017,Bologna,Lazio,0,2,A
10/03/2017,Juventus,AC Milan,2,1,H
11/03/2017,Genoa,Sampdoria,0,1,A
12/03/2017,Sassuolo,Bologna,0,1,A
12/03/2017,Inter,Atalanta,7,1,H
12/03/2017,Fiorentina,Cagliari,1,0,H
12/03/2017,Napoli,Crotone,3,0,H
12/03/2017,Chievo,Empoli,4,0,H
12/03/2017,Pescara,Udinese,1,3,A
12/03/2017,Palermo,AS Roma,0,3,A
13/03/2017,Lazio,Torino,3,1,H
18/03/2017,Torino,Inter,2,2,D
18/03/2017,AC Milan,Genoa,1,0,H
19/03/2017,Empoli,Napoli,2,3,A
19/03/2017,Bologna,Chievo,4,1,H
19/03/2017,Crotone,Fiorentina,0,1,A
19/03/2017,Sampdoria,Juventus,0,1,A
19/03/2017,Cagliari,Lazio,0,0,D
19/03/2017,Atalanta,Pescara,3,0,H
19/03/2017,Udinese,Palermo,4,1,H
19/03/2017,AS Roma,Sassuolo,3,1,H
01/04/2017,Sassuolo,Lazio,1,2,A
01/04/2017,AS Roma,Empoli,2,0,H
02/04/2017,Torino,Udinese,2,2,D
02/04/2017,Genoa,Atalanta,0,5,A
02/04/2017,Fiorentina,Bologna,1,0,H
02/04/2017,Palermo,Cagliari,1,3,A
02/04/2017,Chievo,Crotone,1,2,A
02/04/2017,Pescara,AC Milan,1,1,D
02/04/2017,Napoli,Juventus,1,1,D
03/04/2017,Inter,Sampdoria,1,2,A
08/04/2017,Empoli,Pescara,1,1,D
08/04/2017,Atalanta,Sassuolo,1,1,D
08/04/2017,Juventus,Chievo,2,0,H
09/04/2017,Sampdoria,Fiorentina,2,2,D
09/04/2017,Udinese,Genoa,3,0,H
09/04/2017,Crotone,Inter,2,1,H
09/04/2017,AC Milan,Palermo,4,0,H
09/04/2017,Bologna,AS Roma,0,3,A
09/04/2017,Cagliari,Torino,2,3,A
09/04/2017,Lazio,Napoli,0,3,A
15/04/2017,Inter,AC Milan,2,2,D
15/04/2017,AS Roma,Atalanta,1,1,D
15/04/2017,Palermo,Bologna,0,0,D
15/04/2017,Cagliari,Chievo,4,0,H
15/04/2017,Torino,Crotone,1,1,D
15/04/2017,Fiorentina,Empoli,1,2,A
15/04/2017,Pescara,Juventus,0,2,A
15/04/2017,Genoa,Lazio,2,2,D
15/04/2017,Sassuolo,Sampdoria,2,1,H
15/04/2017,Napoli,Udinese,3,0,H
22/04/2017,Atalanta,Bologna,3,2,H
22/04/2017,Fiorentina,Inter,5,4,H
23/04/2017,Sassuolo,Napoli,2,2,D
23/04/2017,Udinese,Cagliari,2,1,H
23/04/2017,Sampdoria,Crotone,1,2,A
23/04/2017,AC Milan,Empoli,1,2,A
23/04/2017,Lazio,Palermo,6,2,H
23/04/2017,Chievo,Torino,1,3,A
23/04/2017,Juventus,Genoa,4,0,H
24/04/2017,Pescara,AS Roma,1,4,A
28/04/2017,Atalanta,Juventus,2,2,D
29/04/2017,Torino,Sampdoria,1,1,D
30/04/2017,AS Roma,Lazio,1,3,A
30/04/2017,Genoa,Chievo,1,2,A
30/04/2017,Palermo,Fiorentina,2,0,H
30/04/2017,Crotone,AC Milan,1,1,D
30/04/2017,Cagliari,Pescara,1,0,H
30/04/2017,Empoli,Sassuolo,1,3,A
30/04/2017,Bologna,Udinese,4,0,H
30/04/2017,Inter,Napoli,0,1,A
06/05/2017,Napoli,Cagliari,3,1,H
06/05/2017,Juventus,Torino,1,1,D
07/05/2017,Udinese,Atalanta,1,1,D
07/05/2017,Empoli,Bologna,3,1,H
07/05/2017,Pescara,Crotone,0,1,A
07/05/2017,Sassuolo,Fiorentina,2,2,D
07/05/2017,Genoa,Inter,1,0,H
07/05/2017,Chievo,Palermo,1,1,D
07/05/2017,Lazio,Sampdoria,7,3,H
07/05/2017,AC Milan,AS Roma,1,4,A
13/05/2017,Fiorentina,Lazio,3,2,H
13/05/2017,Atalanta,AC Milan,1,1,D
14/05/2017,Inter,Sassuolo,1,2,A
14/05/2017,Sampdoria,Chievo,1,1,D
14/05/2017,Cagliari,Empoli,3,2,H
14/05/2017,Palermo,Genoa,1,0,H
14/05/2017,Torino,Napoli,0,5,A
14/05/2017,Bologna,Pescara,3,1,H
14/05/2017,Crotone,Udinese,1,0,H
14/05/2017,AS Roma,Juventus,3,1,H
20/05/2017,Chievo,AS Roma,3,5,A
20/05/2017,Napoli,Fiorentina,4,1,H
21/05/2017,Empoli,Atalanta,0,1,A
21/05/2017,AC Milan,Bologna,3,0,H
21/05/2017,Sassuolo,Cagliari,6,2,H
21/05/2017,Juventus,Crotone,3,0,H
21/05/2017,Udinese,Sampdoria,1,1,D
21/05/2017,Genoa,Torino,2,1,H
21/05/2017,Lazio,Inter,1,3,A
22/05/2017,Pescara,Palermo,2,0,H
27/05/2017,Atalanta,Chievo,1,0,H
27/05/2017,Bologna,Juventus,1,2,A
28/05/2017,Cagliari,AC Milan,2,1,H
28/05/2017,AS Roma,Genoa,3,2,H
28/05/2017,Sampdoria,Napoli,2,4,A
28/05/2017,Palermo,Empoli,2,1,H
28/05/2017,Crotone,Lazio,3,1,H
28/05/2017,Fiorentina,Pescara,2,2,D
28/05/2017,Torino,Sassuolo,5,3,H
28/05/2017,Inter,Udinese,5,2,H
19/08/2017,Juventus,Cagliari,3,0,H
19/08/2017,Hellas Verona,Napoli,1,3,A
20/08/2017,Atalanta,AS Roma,0,1,A
20/08/2017,Bologna,Torino,1,1,D
20/08/2017,Crotone,AC Milan,0,3,A
20/08/2017,Inter,Fiorentina,3,0,H
20/08/2017,Lazio,SPAL,0,0,D
20/08/2017,Sampdoria,Benevento,2,1,H
20/08/2017,Sassuolo,Genoa,0,0,D
20/08/2017,Udinese,Chievo,1,2,A
26/08/2017,Benevento,Bologna,0,1,A
26/08/2017,Genoa,Juventus,2,4,A
26/08/2017,AS Roma,Inter,1,3,A
27/08/2017,Torino,Sassuolo,3,0,H
27/08/2017,Chievo,Lazio,1,2,A
27/08/2017,Crotone,Hellas Verona,0,0,D
27/08/2017,Fiorentina,Sampdoria,1,2,A
27/08/2017,AC Milan,Cagliari,2,1,H
27/08/2017,Napoli,Atalanta,3,1,H
27/08/2017,SPAL,Udinese,3,2,H
09/09/2017,Juventus,Chievo,3,0,H
10/09/2017,Inter,SPAL,2,0,H
10/09/2017,Atalanta,Sassuolo,2,1,H
10/09/2017,Cagliari,Crotone,1,0,H
10/09/2017,Hellas Verona,Fiorentina,0,5,A
10/09/2017,Udinese,Genoa,1,0,H
10/09/2017,Lazio,AC Milan,4,1,H
10/09/2017,Benevento,Torino,0,1,A
10/09/2017,Bologna,Napoli,0,3,A
24/01/2018,Sampdoria,AS Roma,1,1,D
16/09/2017,Crotone,Inter,0,2,A
16/09/2017,Fiorentina,Bologna,2,1,H
16/09/2017,AS Roma,Hellas Verona,3,0,H
17/09/2017,Sassuolo,Juventus,1,3,A
17/09/2017,AC Milan,Udinese,2,1,H
17/09/2017,Napoli,Benevento,6,0,H
17/09/2017,SPAL,Cagliari,0,2,A
17/09/2017,Torino,Sampdoria,2,2,D
17/09/2017,Chievo,Atalanta,1,1,D
17/09/2017,Genoa,Lazio,2,3,A
19/09/2017,Bologna,Inter,1,1,D
20/09/2017,Benevento,AS Roma,0,4,A
20/09/2017,Atalanta,Crotone,5,1,H
20/09/2017,Cagliari,Sassuolo,0,1,A
20/09/2017,Genoa,Chievo,1,1,D
20/09/2017,Hellas Verona,Sampdoria,0,0,D
20/09/2017,Juventus,Fiorentina,1,0,H
20/09/2017,Lazio,Napoli,1,4,A
20/09/2017,AC Milan,SPAL,2,0,H
20/09/2017,Udinese,Torino,2,3,A
23/09/2017,AS Roma,Udinese,3,1,H
23/09/2017,SPAL,Napoli,2,3,A
23/09/2017,Juventus,Torino,4,0,H
24/09/2017,Sampdoria,AC Milan,2,0,H
24/09/2017,Cagliari,Chievo,0,2,A
24/09/2017,Crotone,Benevento,2,0,H
24/09/2017,Hellas Verona,Lazio,0,3,A
24/09/2017,Inter,Genoa,1,0,H
24/09/2017,Sassuolo,Bologna,0,1,A
24/09/2017,Fiorentina,Atalanta,1,1,D
30/09/2017,Udinese,Sampdoria,4,0,H
30/09/2017,Genoa,Bologna,0,1,A
01/10/2017,Napoli,Cagliari,3,0,H
01/10/2017,Benevento,Inter,1,2,A
01/10/2017,Chievo,Fiorentina,2,1,H
01/10/2017,Lazio,Sassuolo,6,1,H
01/10/2017,SPAL,Crotone,1,1,D
01/10/2017,Torino,Hellas Verona,2,2,D
01/10/2017,AC Milan,AS Roma,0,2,A
01/10/2017,Atalanta,Juventus,2,2,D
14/10/2017,Juventus,Lazio,1,2,A
14/10/2017,AS Roma,Napoli,0,1,A
15/10/2017,Fiorentina,Udinese,2,1,H
15/10/2017,Bologna,SPAL,2,1,H
15/10/2017,Cagliari,Genoa,2,3,A
15/10/2017,Crotone,Torino,2,2,D
15/10/2017,Sampdoria,Atalanta,3,1,H
15/10/2017,Sassuolo,Chievo,0,0,D
15/10/2017,Inter,AC Milan,3,2,H
16/10/2017,Hellas Verona,Benevento,1,0,H
21/10/2017,Sampdoria,Crotone,5,0,H
21/10/2017,Napoli,Inter,0,0,D
22/10/2017,Chievo,Hellas Verona,3,2,H
22/10/2017,Atalanta,Bologna,1,0,H
22/10/2017,Benevento,Fiorentina,0,3,A
22/10/2017,AC Milan,Genoa,0,0,D
22/10/2017,SPAL,Sassuolo,0,1,A
22/10/2017,Torino,AS Roma,0,1,A
22/10/2017,Udinese,Juventus,2,6,A
22/10/2017,Lazio,Cagliari,3,0,H
24/10/2017,Inter,Sampdoria,3,2,H
25/10/2017,Atalanta,Hellas Verona,3,0,H
25/10/2017,Bologna,Lazio,1,2,A
25/10/2017,Cagliari,Benevento,2,1,H
25/10/2017,Chievo,AC Milan,1,4,A
25/10/2017,Fiorentina,Torino,3,0,H
25/10/2017,Genoa,Napoli,2,3,A
25/10/2017,Juventus,SPAL,4,1,H
25/10/2017,AS Roma,Crotone,1,0,H
25/10/2017,Sassuolo,Udinese,0,1,A
28/10/2017,AC Milan,Juventus,0,2,A
28/10/2017,AS Roma,Bologna,1,0,H
29/10/2017,Benevento,Lazio,1,5,A
29/10/2017,Crotone,Fiorentina,2,1,H
29/10/2017,Napoli,Sassuolo,3,1,H
29/10/2017,Sampdoria,Chievo,4,1,H
29/10/2017,SPAL,Genoa,1,0,H
29/10/2017,Udinese,Atalanta,2,1,H
29/10/2017,Torino,Cagliari,2,1,H
30/10/2017,Hellas Verona,Inter,1,2,A
04/11/2017,Bologna,Crotone,2,3,A
04/11/2017,Genoa,Sampdoria,0,2,A
05/11/2017,Inter,Torino,1,1,D
05/11/2017,Cagliari,Hellas Verona,2,1,H
05/11/2017,Chievo,Napoli,0,0,D
05/11/2017,Fiorentina,AS Roma,2,4,A
05/11/2017,Juventus,Benevento,2,1,H
05/11/2017,Atalanta,SPAL,1,1,D
05/11/2017,Sassuolo,AC Milan,0,2,A
24/01/2018,Lazio,Udinese,3,0,H
18/11/2017,AS Roma,Lazio,2,1,H
18/11/2017,Napoli,AC Milan,2,1,H
19/11/2017,Crotone,Genoa,0,1,A
19/11/2017,Benevento,Sassuolo,1,2,A
19/11/2017,Sampdoria,Juventus,3,2,H
19/11/2017,SPAL,Fiorentina,1,1,D
19/11/2017,Torino,Chievo,1,1,D
19/11/2017,Udinese,Cagliari,0,1,A
19/11/2017,Inter,Atalanta,2,0,H
20/11/2017,Hellas Verona,Bologna,2,3,A
25/11/2017,Bologna,Sampdoria,3,0,H
25/11/2017,Chievo,SPAL,2,1,H
25/11/2017,Sassuolo,Hellas Verona,0,2,A
25/11/2017,Cagliari,Inter,1,3,A
26/11/2017,Genoa,AS Roma,1,1,D
26/11/2017,AC Milan,Torino,0,0,D
26/11/2017,Udinese,Napoli,0,1,A
26/11/2017,Lazio,Fiorentina,1,1,D
26/11/2017,Juventus,Crotone,3,0,H
27/11/2017,Atalanta,Benevento,1,0,H
01/12/2017,AS Roma,SPAL,3,1,H
01/12/2017,Napoli,Juventus,0,1,A
02/12/2017,Torino,Atalanta,1,1,D
03/12/2017,Benevento,AC Milan,2,2,D
03/12/2017,Bologna,Cagliari,1,1,D
03/12/2017,Fiorentina,Sassuolo,3,0,H
03/12/2017,Inter,Chievo,5,0,H
03/12/2017,Sampdoria,Lazio,1,2,A
04/12/2017,Crotone,Udinese,0,3,A
04/12/2017,Hellas Verona,Genoa,0,1,A
09/12/2017,Cagliari,Sampdoria,2,2,D
09/12/2017,Juventus,Inter,0,0,D
10/12/2017,Chievo,AS Roma,0,0,D
10/12/2017,Napoli,Fiorentina,0,0,D
10/12/2017,SPAL,Hellas Verona,2,2,D
10/12/2017,Udinese,Benevento,2,0,H
10/12/2017,Sassuolo,Crotone,2,1,H
10/12/2017,AC Milan,Bologna,2,1,H
11/12/2017,Lazio,Torino,1,3,A
12/12/2017,Genoa,Atalanta,1,2,A
16/12/2017,Inter,Udinese,1,3,A
16/12/2017,Torino,Napoli,1,3,A
16/12/2017,AS Roma,Cagliari,1,0,H
17/12/2017,Hellas Verona,AC Milan,3,0,H
17/12/2017,Bologna,Juventus,0,3,A
17/12/2017,Crotone,Chievo,1,0,H
17/12/2017,Fiorentina,Genoa,0,0,D
17/12/2017,Sampdoria,Sassuolo,0,1,A
17/12/2017,Benevento,SPAL,1,2,A
17/12/2017,Atalanta,Lazio,3,3,D
22/12/2017,Chievo,Bologna,2,3,A
22/12/2017,Cagliari,Fiorentina,0,1,A
23/12/2017,Lazio,Crotone,4,0,H
23/12/2017,Genoa,Benevento,1,0,H
23/12/2017,Napoli,Sampdoria,3,2,H
23/12/2017,Sassuolo,Inter,1,0,H
23/12/2017,SPAL,Torino,2,2,D
23/12/2017,Udinese,Hellas Verona,4,0,H
23/12/2017,AC Milan,Atalanta,0,2,A
23/12/2017,Juventus,AS Roma,1,0,H
29/12/2017,Crotone,Napoli,0,1,A
30/12/2017,Fiorentina,AC Milan,1,1,D
30/12/2017,Atalanta,Cagliari,1,2,A
30/12/2017,Benevento,Chievo,1,0,H
30/12/2017,Bologna,Udinese,1,2,A
30/12/2017,AS Roma,Sassuolo,1,1,D
30/12/2017,Sampdoria,SPAL,2,0,H
30/12/2017,Torino,Genoa,0,0,D
30/12/2017,Inter,Lazio,0,0,D
30/12/2017,Hellas Verona,Juventus,1,3,A
05/01/2018,Chievo,Udinese,1,1,D
05/01/2018,Fiorentina,Inter,1,1,D
06/01/2018,Torino,Bologna,3,0,H
06/01/2018,AC Milan,Crotone,1,0,H
06/01/2018,Napoli,Hellas Verona,2,0,H
06/01/2018,SPAL,Lazio,2,5,A
06/01/2018,Benevento,Sampdoria,3,2,H
06/01/2018,Genoa,Sassuolo,1,0,H
06/01/2018,AS Roma,Atalanta,1,2,A
06/01/2018,Cagliari,Juventus,0,1,A
21/01/2018,Atalanta,Napoli,0,1,A
21/01/2018,Bologna,Benevento,3,0,H
21/01/2018,Lazio,Chievo,5,1,H
21/01/2018,Hellas Verona,Crotone,0,3,A
21/01/2018,Sampdoria,Fiorentina,3,1,H
21/01/2018,Udinese,SPAL,1,1,D
21/01/2018,Sassuolo,Torino,1,1,D
21/01/2018,Cagliari,AC Milan,1,2,A
21/01/2018,Inter,AS Roma,1,1,D
22/01/2018,Juventus,Genoa,1,0,H
27/01/2018,Sassuolo,Atalanta,0,3,A
27/01/2018,Chievo,Juventus,0,2,A
28/01/2018,SPAL,Inter,1,1,D
28/01/2018,Torino,Benevento,3,0,H
28/01/2018,Napoli,Bologna,3,1,H
28/01/2018,Crotone,Cagliari,1,1,D
28/01/2018,Fiorentina,Hellas Verona,1,4,A
28/01/2018,Genoa,Udinese,0,1,A
28/01/2018,AC Milan,Lazio,2,1,H
28/01/2018,AS Roma,Sampdoria,0,1,A
03/02/2018,Sampdoria,Torino,1,1,D
03/02/2018,Inter,Crotone,1,1,D
04/02/2018,Hellas Verona,AS Roma,0,1,A
04/02/2018,Atalanta,Chievo,1,0,H
04/02/2018,Bologna,Fiorentina,1,2,A
04/02/2018,Udinese,AC Milan,1,1,D
04/02/2018,Juventus,Sassuolo,7,0,H
04/02/2018,Cagliari,SPAL,2,0,H
04/02/2018,Benevento,Napoli,0,2,A
05/02/2018,Lazio,Genoa,1,2,A
09/02/2018,Fiorentina,Juventus,0,2,A
10/02/2018,SPAL,AC Milan,0,4,A
10/02/2018,Crotone,Atalanta,1,1,D
10/02/2018,Napoli,Lazio,4,1,H
11/02/2018,Sassuolo,Cagliari,0,0,D
11/02/2018,Inter,Bologna,2,1,H
11/02/2018,Chievo,Genoa,0,1,A
11/02/2018,Sampdoria,Hellas Verona,2,0,H
11/02/2018,Torino,Udinese,2,0,H
11/02/2018,AS Roma,Benevento,5,2,H
17/02/2018,Udinese,AS Roma,0,2,A
17/02/2018,Chievo,Cagliari,2,1,H
17/02/2018,Genoa,Inter,2,0,H
18/02/2018,Torino,Juventus,0,1,A
18/02/2018,Benevento,Crotone,3,2,H
18/02/2018,Bologna,Sassuolo,2,1,H
18/02/2018,Napoli,SPAL,1,0,H
18/02/2018,Atalanta,Fiorentina,1,1,D
18/02/2018,AC Milan,Sampdoria,1,0,H
19/02/2018,Lazio,Hellas Verona,2,0,H
24/02/2018,Bologna,Genoa,2,0,H
24/02/2018,Inter,Benevento,2,0,H
25/02/2018,Crotone,SPAL,2,3,A
25/02/2018,Fiorentina,Chievo,1,0,H
25/02/2018,Sassuolo,Lazio,0,3,A
25/02/2018,Hellas Verona,Torino,2,1,H
25/02/2018,Sampdoria,Udinese,2,1,H
25/02/2018,AS Roma,AC Milan,0,2,A
26/02/2018,Cagliari,Napoli,0,5,A
14/03/2018,Juventus,Atalanta,2,0,H
03/03/2018,SPAL,Bologna,1,0,H
03/03/2018,Lazio,Juventus,0,1,A
03/03/2018,Napoli,AS Roma,2,4,A
03/04/2018,Genoa,Cagliari,2,1,H
03/04/2018,Udinese,Fiorentina,0,2,A
03/04/2018,Atalanta,Sampdoria,1,2,A
04/04/2018,Benevento,Hellas Verona,3,0,H
04/04/2018,Torino,Crotone,4,1,H
04/04/2018,AC Milan,Inter,0,0,D
04/04/2018,Chievo,Sassuolo,1,1,D
09/03/2018,AS Roma,Torino,3,0,H
10/03/2018,Hellas Verona,Chievo,1,0,H
11/03/2018,Fiorentina,Benevento,1,0,H
11/03/2018,Bologna,Atalanta,0,1,A
11/03/2018,Cagliari,Lazio,2,2,D
11/03/2018,Crotone,Sampdoria,4,1,H
11/03/2018,Sassuolo,SPAL,1,1,D
11/03/2018,Juventus,Udinese,2,0,H
11/03/2018,Genoa,AC Milan,0,1,A
11/03/2018,Inter,Napoli,0,0,D
17/03/2018,Udinese,Sassuolo,1,2,A
17/03/2018,SPAL,Juventus,0,0,D
18/03/2018,Sampdoria,Inter,0,5,A
18/03/2018,Hellas Verona,Atalanta,0,5,A
18/03/2018,Benevento,Cagliari,1,2,A
18/03/2018,AC Milan,Chievo,3,2,H
18/03/2018,Torino,Fiorentina,1,2,A
18/03/2018,Crotone,AS Roma,0,2,A
18/03/2018,Lazio,Bologna,1,1,D
18/03/2018,Napoli,Genoa,1,0,H
31/03/2018,Bologna,AS Roma,1,1,D
31/03/2018,Lazio,Benevento,6,2,H
31/03/2018,Fiorentina,Crotone,2,0,H
31/03/2018,Inter,Hellas Verona,3,0,H
31/03/2018,Genoa,SPAL,1,1,D
31/03/2018,Cagliari,Torino,0,4,A
31/03/2018,Atalanta,Udinese,2,0,H
31/03/2018,Sassuolo,Napoli,1,1,D
31/03/2018,Chievo,Sampdoria,2,1,H
31/03/2018,Juventus,AC Milan,3,1,H
07/04/2018,Benevento,Juventus,2,4,A
07/04/2018,SPAL,Atalanta,1,1,D
07/04/2018,AS Roma,Fiorentina,0,2,A
07/04/2018,Sampdoria,Genoa,0,0,D
08/04/2018,Torino,Inter,1,0,H
08/04/2018,Crotone,Bologna,1,0,H
08/04/2018,Hellas Verona,Cagliari,1,0,H
08/04/2018,Napoli,Chievo,2,1,H
08/04/2018,Udinese,Lazio,1,2,A
08/04/2018,AC Milan,Sassuolo,1,1,D
14/04/2018,Cagliari,Udinese,2,1,H
14/04/2018,Genoa,Crotone,1,0,H
14/04/2018,Chievo,Torino,0,0,D
14/04/2018,Atalanta,Inter,0,0,D
15/04/2018,Fiorentina,SPAL,0,0,D
15/04/2018,Sassuolo,Benevento,2,2,D
15/04/2018,Bologna,Hellas Verona,2,0,H
15/04/2018,AC Milan,Napoli,0,0,D
15/04/2018,Juventus,Sampdoria,3,0,H
15/04/2018,Lazio,AS Roma,0,0,D
17/04/2018,Inter,Cagliari,4,0,H
18/04/2018,Benevento,Atalanta,0,3,A
18/04/2018,Sampdoria,Bologna,1,0,H
18/04/2018,SPAL,Chievo,0,0,D
18/04/2018,AS Roma,Genoa,2,1,H
18/04/2018,Crotone,Juventus,1,1,D
18/04/2018,Fiorentina,Lazio,3,4,A
18/04/2018,Torino,AC Milan,1,1,D
18/04/2018,Hellas Verona,Sassuolo,0,1,A
18/04/2018,Napoli,Udinese,4,2,H
21/04/2018,SPAL,AS Roma,0,3,A
21/04/2018,Sassuolo,Fiorentina,1,0,H
21/04/2018,AC Milan,Benevento,0,1,A
22/04/2018,Cagliari,Bologna,0,0,D
22/04/2018,Udinese,Crotone,1,2,A
22/04/2018,Chievo,Inter,1,2,A
22/04/2018,Lazio,Sampdoria,4,0,H
22/04/2018,Atalanta,Torino,2,1,H
22/04/2018,Juventus,Napoli,0,1,A
23/04/2018,Genoa,Hellas Verona,3,1,H
28/04/2018,AS Roma,Chievo,4,1,H
28/04/2018,Inter,Juventus,2,3,A
29/04/2018,Crotone,Sassuolo,4,1,H
29/04/2018,Sampdoria,Cagliari,4,1,H
29/04/2018,Atalanta,Genoa,3,1,H
29/04/2018,Bologna,AC Milan,1,2,A
29/04/2018,Hellas Verona,SPAL,1,3,A
29/04/2018,Benevento,Udinese,3,3,D
29/04/2018,Fiorentina,Napoli,3,0,H
29/04/2018,Torino,Lazio,0,1,A
05/05/2018,AC Milan,Hellas Verona,4,1,H
05/05/2018,Juventus,Bologna,3,1,H
06/05/2018,Udinese,Inter,0,4,A
06/05/2018,Lazio,Atalanta,1,1,D
06/05/2018,SPAL,Benevento,2,0,H
06/05/2018,Chievo,Crotone,2,1,H
06/05/2018,Genoa,Fiorentina,2,3,A
06/05/2018,Napoli,Torino,2,2,D
06/05/2018,Sassuolo,Sampdoria,1,0,H
06/05/2018,Cagliari,AS Roma,0,1,A
12/05/2018,Benevento,Genoa,1,0,H
12/05/2018,Inter,Sassuolo,1,2,A
13/05/2018,Fiorentina,Cagliari,0,1,A
13/05/2018,Bologna,Chievo,1,2,A
13/05/2018,Crotone,Lazio,2,2,D
13/05/2018,Torino,SPAL,2,1,H
13/05/2018,Hellas Verona,Udinese,0,1,A
13/05/2018,Atalanta,AC Milan,1,1,D
13/05/2018,AS Roma,Juventus,0,0,D
13/05/2018,Sampdoria,Napoli,0,2,A
19/05/2018,Juventus,Hellas Verona,2,1,H
20/05/2018,Genoa,Torino,1,2,A
20/05/2018,Cagliari,Atalanta,1,0,H
20/05/2018,Chievo,Benevento,1,0,H
20/05/2018,Udinese,Bologna,1,0,H
20/05/2018,Napoli,Crotone,2,1,H
20/05/2018,AC Milan,Fiorentina,5,1,H
20/05/2018,SPAL,Sampdoria,3,1,H
20/05/2018,Lazio,Inter,2,3,A
20/05/2018,Sassuolo,AS Roma,0,1,A
18/08/2018,Chievo,Juventus,2,3,A
18/08/2018,Lazio,Napoli,1,2,A
19/08/2018,Torino,AS Roma,0,1,A
19/08/2018,Bologna,SPAL,0,1,A
19/08/2018,Empoli,Cagliari,2,0,H
19/08/2018,Parma,Udinese,2,2,D
19/08/2018,Sassuolo,Inter,1,0,H
20/08/2018,Atalanta,Frosinone,4,0,H
19/09/2018,Sampdoria,Fiorentina,1,1,D
31/10/2018,AC Milan,Genoa,2,1,H
25/08/2018,Juventus,Lazio,2,0,H
25/08/2018,Napoli,AC Milan,3,2,H
26/08/2018,SPAL,Parma,1,0,H
26/08/2018,Cagliari,Sassuolo,2,2,D
26/08/2018,Fiorentina,Chievo,6,1,H
26/08/2018,Frosinone,Bologna,0,0,D
26/08/2018,Genoa,Empoli,2,1,H
26/08/2018,Inter,Torino,2,2,D
26/08/2018,Udinese,Sampdoria,1,0,H
27/08/2018,AS Roma,Atalanta,3,3,D
31/08/2018,AC Milan,AS Roma,2,1,H
01/09/2018,Bologna,Inter,0,3,A
